"","INCIDENT_DATE","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENSE_CODE","OFFENSE_DESCRIPTION","LOCATION_ADDRESS","CITY","STATE","ZIP","LATITUDE","LONGITUDE","Location.1","ymd","month","year","wday","hour"
"1","01-01-2017 01:20:00 AM","2017-000058","90","13A","AGGRAVATED ASSAULT","9515 INTERSTATE 30","LITTLE ROCK","AR",72209,34.676251,-92.364884,"9515 INTERSTATE 30
LITTLE ROCK, AR 72209
(34.676251, -92.364884)","2017-01-01","Jan",2017,"Sun",1
"2","01-01-2017 01:25:00 AM","2017-000060","54","13A","AGGRAVATED ASSAULT","2310 S HARRISON ST","LITTLE ROCK","AR",72204,34.730494,-92.332684,"2310 S HARRISON ST
LITTLE ROCK, AR 72204
(34.730494, -92.332684)","2017-01-01","Jan",2017,"Sun",1
"3","01-01-2017 04:13:00 AM","2017-000142","54","240","MOTOR VEHICLE THEFT","2004 ABIGAIL ST","LITTLE ROCK","AR",72204,34.73324,-92.321638,"2004 ABIGAIL ST
LITTLE ROCK, AR 72204
(34.73324, -92.321638)","2017-01-01","Jan",2017,"Sun",4
"4","01-01-2017 05:55:00 AM","2017-000157","54","13A","AGGRAVATED ASSAULT","3401 FAIR PARK BLVD","LITTLE ROCK","AR",72204,34.72005,-92.333931,"3401 FAIR PARK BLVD
LITTLE ROCK, AR 72204
(34.72005, -92.333931)","2017-01-01","Jan",2017,"Sun",5
"5","01-01-2017 02:30:00 AM","2017-000199","52","220","BURGLARY/B&E","1874 S GAINES ST","LITTLE ROCK","AR",72206,34.730751,-92.280975,"1874 S GAINES ST
LITTLE ROCK, AR 72206
(34.730751, -92.280975)","2017-01-01","Jan",2017,"Sun",2
"6","01-01-2017 12:34:00 AM","2017-000206","90","23F","THEFT FROM MOTOR VEHICLE","20 SANIBEL CV","LITTLE ROCK","AR",72210,34.698964,-92.410614,"20 SANIBEL CV
LITTLE ROCK, AR 72210
(34.698964, -92.410614)","2017-01-01","Jan",2017,"Sun",0
"7","01-01-2017 11:11:00 AM","2017-000211","53","23H","ALL OTHER LARCENY","2805 W 13TH ST","LITTLE ROCK","AR",72204,34.738936,-92.304778,"2805 W 13TH ST
LITTLE ROCK, AR 72204
(34.738936, -92.304778)","2017-01-01","Jan",2017,"Sun",11
"8","01-01-2017 12:40:00 PM","2017-000226","53","120","ROBBERY","724 S WOODROW ST","LITTLE ROCK","AR",72205,34.744427,-92.30555,"724 S WOODROW ST
LITTLE ROCK, AR 72205
(34.744427, -92.30555)","2017-01-01","Jan",2017,"Sun",12
"9","01-01-2017 02:00:00 AM","2017-000237","91","23F","THEFT FROM MOTOR VEHICLE","8621 BASELINE RD","LITTLE ROCK","AR",72209,34.670025,-92.374001,"8621 BASELINE RD
LITTLE ROCK, AR 72209
(34.670025, -92.374001)","2017-01-01","Jan",2017,"Sun",2
"10","01-01-2017 02:05:00 PM","2017-000251","81","13A","AGGRAVATED ASSAULT","5105 W 65TH ST","LITTLE ROCK","AR",72209,34.690332,-92.333017,"5105 W 65TH ST
LITTLE ROCK, AR 72209
(34.690332, -92.333017)","2017-01-01","Jan",2017,"Sun",14
"11","01-01-2017 02:10:00 PM","2017-000253","63","23H","ALL OTHER LARCENY","10100 N RODNEY PARHAM RD","LITTLE ROCK","AR",72227,34.765988,-92.386704,"10100 N RODNEY PARHAM RD
LITTLE ROCK, AR 72227
(34.765988, -92.386704)","2017-01-01","Jan",2017,"Sun",14
"12","01-01-2017 02:50:00 PM","2017-000261","82","13A","AGGRAVATED ASSAULT","10324 INDEPENDENCE LN","LITTLE ROCK","AR",72209,34.656199,-92.340263,"10324 INDEPENDENCE LN
LITTLE ROCK, AR 72209
(34.656199, -92.340263)","2017-01-01","Jan",2017,"Sun",14
"13","01-01-2017 02:50:00 PM","2017-000261","82","13A","AGGRAVATED ASSAULT","10324 INDEPENDENCE LN","LITTLE ROCK","AR",72209,34.656199,-92.340263,"10324 INDEPENDENCE LN
LITTLE ROCK, AR 72209
(34.656199, -92.340263)","2017-01-01","Jan",2017,"Sun",14
"14","01-01-2017 02:50:00 PM","2017-000261","82","13A","AGGRAVATED ASSAULT","10324 INDEPENDENCE LN","LITTLE ROCK","AR",72209,34.656199,-92.340263,"10324 INDEPENDENCE LN
LITTLE ROCK, AR 72209
(34.656199, -92.340263)","2017-01-01","Jan",2017,"Sun",14
"15","01-01-2017 12:00:00 AM","2017-000266","82","23G","THEFT OF MOTOR VEHICLE PARTS","43 WARREN DR","LITTLE ROCK","AR",72209,34.661484,-92.353874,"43 WARREN DR
LITTLE ROCK, AR 72209
(34.661484, -92.353874)","2017-01-01","Jan",2017,"Sun",0
"16","01-01-2017 02:00:00 PM","2017-000277","81","220","BURGLARY/B&E","7501 INTERSTATE 30","LITTLE ROCK","AR",72209,34.67996,-92.317062,"7501 INTERSTATE 30
LITTLE ROCK, AR 72209
(34.67996, -92.317062)","2017-01-01","Jan",2017,"Sun",14
"17","01-01-2017 07:01:00 PM","2017-000323","71","23H","ALL OTHER LARCENY","11 CHEYENNE CV","LITTLE ROCK","AR",72211,34.73939,-92.422111,"11 CHEYENNE CV
LITTLE ROCK, AR 72211
(34.73939, -92.422111)","2017-01-01","Jan",2017,"Sun",19
"18","01-02-2017 01:00:00 AM","2017-000406","90","23F","THEFT FROM MOTOR VEHICLE","67 WATERS EDGE DR","LITTLE ROCK","AR",72204,34.697383,-92.399859,"67 WATERS EDGE DR
LITTLE ROCK, AR 72204
(34.697383, -92.399859)","2017-01-02","Jan",2017,"Mon",1
"19","01-02-2017 01:33:00 AM","2017-000415","71","23F","THEFT FROM MOTOR VEHICLE","13500 CHENAL PKWY","LITTLE ROCK","AR",72211,34.755016,-92.421387,"13500 CHENAL PKWY
LITTLE ROCK, AR 72211
(34.755016, -92.421387)","2017-01-02","Jan",2017,"Mon",1
"20","01-02-2017 04:00:00 AM","2017-000431","63","220","BURGLARY/B&E","9112 N RODNEY PARHAM RD","LITTLE ROCK","AR",72227,34.75766,-92.376442,"9112 N RODNEY PARHAM RD
LITTLE ROCK, AR 72227
(34.75766, -92.376442)","2017-01-02","Jan",2017,"Mon",4
"21","12-01-2017 02:00:00 PM","2018-061997","41","23H","ALL OTHER LARCENY","2102 BRAGG ST","LITTLE ROCK","AR",72206,NA,NA,"2102 BRAGG ST
LITTLE ROCK, AR 72206","2017-12-01","Dec",2017,"Fri",14
"24","01-02-2017 04:20:00 AM","2017-000436","71","23F","THEFT FROM MOTOR VEHICLE","500 NAPA VALLEY DR","LITTLE ROCK","AR",72211,34.75898,-92.411354,"500 NAPA VALLEY DR
LITTLE ROCK, AR 72211
(34.75898, -92.411354)","2017-01-02","Jan",2017,"Mon",4
"25","01-02-2017 07:01:00 AM","2017-000453","81","240","MOTOR VEHICLE THEFT","7700 SCOTT HAMILTON DR","LITTLE ROCK","AR",72209,34.677928,-92.319544,"7700 SCOTT HAMILTON DR
LITTLE ROCK, AR 72209
(34.677928, -92.319544)","2017-01-02","Jan",2017,"Mon",7
"26","01-01-2017 12:00:00 AM","2017-000485","80","240","MOTOR VEHICLE THEFT","5301 ASHER AVE","LITTLE ROCK","AR",72209,34.669321,-92.349387,"5301 ASHER AVE
LITTLE ROCK, AR 72209
(34.669321, -92.349387)","2017-01-01","Jan",2017,"Sun",0
"27","01-01-2017 09:00:00 AM","2017-000510","42","23G","THEFT OF MOTOR VEHICLE PARTS","2301 BOLTON ST","LITTLE ROCK","AR",72202,34.725331,-92.245658,"2301 BOLTON ST
LITTLE ROCK, AR 72202
(34.725331, -92.245658)","2017-01-01","Jan",2017,"Sun",9
"28","01-02-2017 12:00:00 PM","2017-000528","81","220","BURGLARY/B&E","7515 GEYER SPRINGS RD","LITTLE ROCK","AR",72209,34.681822,-92.343691,"7515 GEYER SPRINGS RD
LITTLE ROCK, AR 72209
(34.681822, -92.343691)","2017-01-02","Jan",2017,"Mon",12
"29","01-02-2017 01:00:00 PM","2017-000565","41","23D","THEFT FROM BUILDING","317 W 17TH ST","LITTLE ROCK","AR",72206,34.732851,-92.276672,"317 W 17TH ST
LITTLE ROCK, AR 72206
(34.732851, -92.276672)","2017-01-02","Jan",2017,"Mon",13
"30","01-02-2017 02:30:00 AM","2017-000566","64","23D","THEFT FROM BUILDING","9601 BAPTIST HEALTH DR","LITTLE ROCK","AR",72205,34.745439,-92.381804,"9601 BAPTIST HEALTH DR
LITTLE ROCK, AR 72205
(34.745439, -92.381804)","2017-01-02","Jan",2017,"Mon",2
"31","01-02-2017 02:48:00 PM","2017-000568","70","220","BURGLARY/B&E","11800 PLEASANT RIDGE RD","LITTLE ROCK","AR",72223,34.794548,-92.407356,"11800 PLEASANT RIDGE RD
LITTLE ROCK, AR 72223
(34.794548, -92.407356)","2017-01-02","Jan",2017,"Mon",14
"32","01-01-2017 09:00:00 PM","2017-000573","70","23H","ALL OTHER LARCENY","3506 DORAL DR","LITTLE ROCK","AR",72212,34.785785,-92.404729,"3506 DORAL DR
LITTLE ROCK, AR 72212
(34.785785, -92.404729)","2017-01-01","Jan",2017,"Sun",21
"33","01-02-2017 02:00:00 PM","2017-000574","60","23D","THEFT FROM BUILDING","6000 W MARKHAM ST","LITTLE ROCK","AR",72205,34.752312,-92.342339,"6000 W MARKHAM ST
LITTLE ROCK, AR 72205
(34.752312, -92.342339)","2017-01-02","Jan",2017,"Mon",14
"34","01-02-2017 01:30:00 PM","2017-000577","50","220","BURGLARY/B&E","331 FAIRFAX DR","LITTLE ROCK","AR",72205,34.753599,-92.308345,"331 FAIRFAX DR
LITTLE ROCK, AR 72205
(34.753599, -92.308345)","2017-01-02","Jan",2017,"Mon",13
"35","01-02-2017 06:30:00 AM","2017-000610","70","220","BURGLARY/B&E","11800 PLEASANT RIDGE RD","LITTLE ROCK","AR",72223,34.794548,-92.407356,"11800 PLEASANT RIDGE RD
LITTLE ROCK, AR 72223
(34.794548, -92.407356)","2017-01-02","Jan",2017,"Mon",6
"36","01-02-2017 05:33:00 PM","2017-000623","40","23H","ALL OTHER LARCENY","1400 MAIN ST","LITTLE ROCK","AR",72103,34.653094,-92.386402,"1400 MAIN ST
LITTLE ROCK, AR 72103
(34.653094, -92.386402)","2017-01-02","Jan",2017,"Mon",17
"37","01-02-2017 06:13:00 PM","2017-000633","70","220","BURGLARY/B&E","11800 PLEASANT RIDGE RD","LITTLE ROCK","AR",72223,34.794548,-92.407356,"11800 PLEASANT RIDGE RD
LITTLE ROCK, AR 72223
(34.794548, -92.407356)","2017-01-02","Jan",2017,"Mon",18
"38","01-02-2017 07:30:00 PM","2017-000657","70","23F","THEFT FROM MOTOR VEHICLE","13324 WHITE FIR LN","LITTLE ROCK","AR",72212,34.791733,-92.421959,"13324 WHITE FIR LN
LITTLE ROCK, AR 72212
(34.791733, -92.421959)","2017-01-02","Jan",2017,"Mon",19
"39","01-02-2017 07:50:00 PM","2017-000673","63","240","MOTOR VEHICLE THEFT","10524 W MARKHAM ST","LITTLE ROCK","AR",72205,34.75391,-92.391586,"10524 W MARKHAM ST
LITTLE ROCK, AR 72205
(34.75391, -92.391586)","2017-01-02","Jan",2017,"Mon",19
"40","01-02-2017 08:34:00 PM","2017-000692","72","220","BURGLARY/B&E","307 MIRAMAR BLVD","LITTLE ROCK","AR",72223,34.786587,-92.497056,"307 MIRAMAR BLVD
LITTLE ROCK, AR 72223
(34.786587, -92.497056)","2017-01-02","Jan",2017,"Mon",20
"46","01-02-2017 09:34:00 PM","2017-000696","81","120","ROBBERY","8001 INTERSTATE 30","LITTLE ROCK","AR",72209,34.678928,-92.332573,"8001 INTERSTATE 30
LITTLE ROCK, AR 72209
(34.678928, -92.332573)","2017-01-02","Jan",2017,"Mon",21
"47","01-02-2017 09:30:00 PM","2017-000698","50","23G","THEFT OF MOTOR VEHICLE PARTS","2510 CANTRELL RD","LITTLE ROCK","AR",72202,34.758179,-92.303366,"2510 CANTRELL RD
LITTLE ROCK, AR 72202
(34.758179, -92.303366)","2017-01-02","Jan",2017,"Mon",21
"48","01-02-2017 08:30:00 PM","2017-000708","62","240","MOTOR VEHICLE THEFT","6316 COLONEL GLENN RD","LITTLE ROCK","AR",72204,34.71806,-92.345036,"6316 COLONEL GLENN RD
LITTLE ROCK, AR 72204
(34.71806, -92.345036)","2017-01-02","Jan",2017,"Mon",20
"49","01-02-2017 10:55:00 PM","2017-000728","72","23F","THEFT FROM MOTOR VEHICLE","52 RANCH RIDGE RD","LITTLE ROCK","AR",72223,34.810543,-92.459407,"52 RANCH RIDGE RD
LITTLE ROCK, AR 72223
(34.810543, -92.459407)","2017-01-02","Jan",2017,"Mon",22
"50","01-02-2017 10:45:00 PM","2017-000738","71","23F","THEFT FROM MOTOR VEHICLE","700 S BOWMAN RD","LITTLE ROCK","AR",72211,34.748653,-92.40712,"700 S BOWMAN RD
LITTLE ROCK, AR 72211
(34.748653, -92.40712)","2017-01-02","Jan",2017,"Mon",22
"51","01-02-2017 10:00:00 PM","2017-000766","50","23F","THEFT FROM MOTOR VEHICLE","5901 EVERGREEN DR","LITTLE ROCK","AR",72202,34.762066,-92.338199,"5901 EVERGREEN DR
LITTLE ROCK, AR 72202
(34.762066, -92.338199)","2017-01-02","Jan",2017,"Mon",22
"52","01-03-2017 02:10:00 AM","2017-000775","64","13A","AGGRAVATED ASSAULT","8900 TANYA DR","LITTLE ROCK","AR",72205,34.732025,-92.373611,"8900 TANYA DR
LITTLE ROCK, AR 72205
(34.732025, -92.373611)","2017-01-03","Jan",2017,"Tue",2
"53","01-03-2017 02:10:00 AM","2017-000775","64","13A","AGGRAVATED ASSAULT","8900 TANYA DR","LITTLE ROCK","AR",72205,34.732025,-92.373611,"8900 TANYA DR
LITTLE ROCK, AR 72205
(34.732025, -92.373611)","2017-01-03","Jan",2017,"Tue",2
"54","01-03-2017 02:10:00 AM","2017-000775","64","13A","AGGRAVATED ASSAULT","8900 TANYA DR","LITTLE ROCK","AR",72205,34.732025,-92.373611,"8900 TANYA DR
LITTLE ROCK, AR 72205
(34.732025, -92.373611)","2017-01-03","Jan",2017,"Tue",2
"55","01-03-2017 02:10:00 AM","2017-000775","64","13A","AGGRAVATED ASSAULT","8900 TANYA DR","LITTLE ROCK","AR",72205,34.732025,-92.373611,"8900 TANYA DR
LITTLE ROCK, AR 72205
(34.732025, -92.373611)","2017-01-03","Jan",2017,"Tue",2
"56","01-03-2017 02:10:00 AM","2017-000775","64","13A","AGGRAVATED ASSAULT","8900 TANYA DR","LITTLE ROCK","AR",72205,34.732025,-92.373611,"8900 TANYA DR
LITTLE ROCK, AR 72205
(34.732025, -92.373611)","2017-01-03","Jan",2017,"Tue",2
"57","01-03-2017 02:10:00 AM","2017-000775","64","13A","AGGRAVATED ASSAULT","8900 TANYA DR","LITTLE ROCK","AR",72205,34.732025,-92.373611,"8900 TANYA DR
LITTLE ROCK, AR 72205
(34.732025, -92.373611)","2017-01-03","Jan",2017,"Tue",2
"58","01-03-2017 02:10:00 AM","2017-000775","64","13A","AGGRAVATED ASSAULT","8900 TANYA DR","LITTLE ROCK","AR",72205,34.732025,-92.373611,"8900 TANYA DR
LITTLE ROCK, AR 72205
(34.732025, -92.373611)","2017-01-03","Jan",2017,"Tue",2
"59","01-03-2017 02:10:00 AM","2017-000775","64","13A","AGGRAVATED ASSAULT","8900 TANYA DR","LITTLE ROCK","AR",72205,34.732025,-92.373611,"8900 TANYA DR
LITTLE ROCK, AR 72205
(34.732025, -92.373611)","2017-01-03","Jan",2017,"Tue",2
"60","01-03-2017 12:00:00 AM","2017-000805","53","23D","THEFT FROM BUILDING","219 BARTON ST","LITTLE ROCK","AR",72204,34.748435,-92.297655,"219 BARTON ST
LITTLE ROCK, AR 72204
(34.748435, -92.297655)","2017-01-03","Jan",2017,"Tue",0
"61","01-02-2017 07:24:00 PM","2017-000817","70","23F","THEFT FROM MOTOR VEHICLE","4710 SAM PECK RD","LITTLE ROCK","AR",72223,34.795679,-92.4149,"4710 SAM PECK RD
LITTLE ROCK, AR 72223
(34.795679, -92.4149)","2017-01-02","Jan",2017,"Mon",19
"62","01-02-2017 09:00:00 PM","2017-000823","93","23F","THEFT FROM MOTOR VEHICLE","8 PAR CIR","LITTLE ROCK","AR",72210,34.672579,-92.429148,"8 PAR CIR
LITTLE ROCK, AR 72210
(34.672579, -92.429148)","2017-01-02","Jan",2017,"Mon",21
"63","01-02-2017 07:00:00 PM","2017-000827","93","23F","THEFT FROM MOTOR VEHICLE","8 PAR CIR","LITTLE ROCK","AR",72210,34.672579,-92.429148,"8 PAR CIR
LITTLE ROCK, AR 72210
(34.672579, -92.429148)","2017-01-02","Jan",2017,"Mon",19
"64","01-02-2017 07:30:00 PM","2017-000832","50","240","MOTOR VEHICLE THEFT","2420 RIVERFRONT DR","LITTLE ROCK","AR",72202,34.773035,-92.309538,"2420 RIVERFRONT DR
LITTLE ROCK, AR 72202
(34.773035, -92.309538)","2017-01-02","Jan",2017,"Mon",19
"65","01-03-2017 12:01:00 AM","2017-000833","70","23F","THEFT FROM MOTOR VEHICLE","4710 SAM PECK RD","LITTLE ROCK","AR",72223,34.795679,-92.4149,"4710 SAM PECK RD
LITTLE ROCK, AR 72223
(34.795679, -92.4149)","2017-01-03","Jan",2017,"Tue",0
"66","01-02-2017 07:00:00 PM","2017-000842","72","23F","THEFT FROM MOTOR VEHICLE","5 LANES END","LITTLE ROCK","AR",72223,34.813083,-92.460491,"5 LANES END
LITTLE ROCK, AR 72223
(34.813083, -92.460491)","2017-01-02","Jan",2017,"Mon",19
"67","01-02-2017 11:00:00 PM","2017-000848","52","23F","THEFT FROM MOTOR VEHICLE","3020 S SUMMIT ST","LITTLE ROCK","AR",72206,34.719712,-92.295939,"3020 S SUMMIT ST
LITTLE ROCK, AR 72206
(34.719712, -92.295939)","2017-01-02","Jan",2017,"Mon",23
"68","01-01-2017 01:00:00 AM","2017-000852","72","23F","THEFT FROM MOTOR VEHICLE","18401 CANTRELL RD","LITTLE ROCK","AR",72223,34.809421,-92.473344,"18401 CANTRELL RD
LITTLE ROCK, AR 72223
(34.809421, -92.473344)","2017-01-01","Jan",2017,"Sun",1
"71","01-02-2017 12:00:00 AM","2017-000869","61","23D","THEFT FROM BUILDING","1401 LABELLE DR","LITTLE ROCK","AR",72204,34.740841,-92.361995,"1401 LABELLE DR
LITTLE ROCK, AR 72204
(34.740841, -92.361995)","2017-01-02","Jan",2017,"Mon",0
"72","01-02-2017 09:00:00 PM","2017-000876","54","23D","THEFT FROM BUILDING","2020 S VAN BUREN ST","LITTLE ROCK","AR",72204,34.732876,-92.331406,"2020 S VAN BUREN ST
LITTLE ROCK, AR 72204
(34.732876, -92.331406)","2017-01-02","Jan",2017,"Mon",21
"73","01-01-2017 02:53:00 AM","2017-000889","70","220","BURGLARY/B&E","14000 CANTRELL RD","LITTLE ROCK","AR",72223,34.801964,-92.42775,"14000 CANTRELL RD
LITTLE ROCK, AR 72223
(34.801964, -92.42775)","2017-01-01","Jan",2017,"Sun",2
"74","01-03-2017 02:25:00 PM","2017-000963","81","13A","AGGRAVATED ASSAULT","5807 YOUNG RD","LITTLE ROCK","AR",72209,34.679822,-92.34207,"5807 YOUNG RD
LITTLE ROCK, AR 72209
(34.679822, -92.34207)","2017-01-03","Jan",2017,"Tue",14
"75","01-03-2017 03:15:00 PM","2017-000985","80","23H","ALL OTHER LARCENY","5820 ASHER AVE","LITTLE ROCK","AR",72204,34.718042,-92.338358,"5820 ASHER AVE
LITTLE ROCK, AR 72204
(34.718042, -92.338358)","2017-01-03","Jan",2017,"Tue",15
"76","01-03-2017 01:30:00 PM","2017-001010","81","23F","THEFT FROM MOTOR VEHICLE","4701 W 65TH ST","LITTLE ROCK","AR",72209,34.690133,-92.328331,"4701 W 65TH ST
LITTLE ROCK, AR 72209
(34.690133, -92.328331)","2017-01-03","Jan",2017,"Tue",13
"77","01-03-2017 04:20:00 PM","2017-001013","60","23C","SHOPLIFTING","420 S UNIVERSITY AVE","LITTLE ROCK","AR",72205,34.748668,-92.341249,"420 S UNIVERSITY AVE
LITTLE ROCK, AR 72205
(34.748668, -92.341249)","2017-01-03","Jan",2017,"Tue",16
"78","01-03-2017 08:00:00 AM","2017-001019","52","23F","THEFT FROM MOTOR VEHICLE","1609 W 19TH ST","LITTLE ROCK","AR",72202,34.731101,-92.291083,"1609 W 19TH ST
LITTLE ROCK, AR 72202
(34.731101, -92.291083)","2017-01-03","Jan",2017,"Tue",8
"79","01-03-2017 05:35:00 PM","2017-001038","72","23C","SHOPLIFTING","16105 CHENAL PKWY","LITTLE ROCK","AR",72211,34.757799,-92.447253,"16105 CHENAL PKWY
LITTLE ROCK, AR 72211
(34.757799, -92.447253)","2017-01-03","Jan",2017,"Tue",17
"80","01-03-2017 05:30:00 PM","2017-001041","53","23C","SHOPLIFTING","3901 W MARKHAM ST","LITTLE ROCK","AR",72205,34.75135,-92.31636,"3901 W MARKHAM ST
LITTLE ROCK, AR 72205
(34.75135, -92.31636)","2017-01-03","Jan",2017,"Tue",17
"81","01-01-2017 06:00:00 AM","2017-001056","70","23H","ALL OTHER LARCENY","215 N SHACKLEFORD RD","LITTLE ROCK","AR",72211,34.75567,-92.393893,"215 N SHACKLEFORD RD
LITTLE ROCK, AR 72211
(34.75567, -92.393893)","2017-01-01","Jan",2017,"Sun",6
"82","01-03-2017 04:30:00 PM","2017-001057","61","23F","THEFT FROM MOTOR VEHICLE","801 S RODNEY PARHAM RD","LITTLE ROCK","AR",72205,34.747124,-92.362358,"801 S RODNEY PARHAM RD
LITTLE ROCK, AR 72205
(34.747124, -92.362358)","2017-01-03","Jan",2017,"Tue",16
"83","01-03-2017 06:20:00 PM","2017-001066","64","23F","THEFT FROM MOTOR VEHICLE","3500 JOHN BARROW RD","LITTLE ROCK","AR",72204,34.721449,-92.373295,"3500 JOHN BARROW RD
LITTLE ROCK, AR 72204
(34.721449, -92.373295)","2017-01-03","Jan",2017,"Tue",18
"84","01-03-2017 06:55:00 PM","2017-001074","82","23C","SHOPLIFTING","5917 BASELINE RD","LITTLE ROCK","AR",72209,34.669067,-92.34227,"5917 BASELINE RD
LITTLE ROCK, AR 72209
(34.669067, -92.34227)","2017-01-03","Jan",2017,"Tue",18
"85","01-03-2017 10:06:00 PM","2017-001130","54","13A","AGGRAVATED ASSAULT","1324 S HARRISON ST","LITTLE ROCK","AR",72204,34.739265,-92.332283,"1324 S HARRISON ST
LITTLE ROCK, AR 72204
(34.739265, -92.332283)","2017-01-03","Jan",2017,"Tue",22
"86","01-03-2017 11:50:00 PM","2017-001170","52","13A","AGGRAVATED ASSAULT","3301 S BATTERY ST","LITTLE ROCK","AR",72206,34.716284,-92.294928,"3301 S BATTERY ST
LITTLE ROCK, AR 72206
(34.716284, -92.294928)","2017-01-03","Jan",2017,"Tue",23
"90","01-03-2017 11:50:00 PM","2017-001170","52","13A","AGGRAVATED ASSAULT","3301 S BATTERY ST","LITTLE ROCK","AR",72206,34.716284,-92.294928,"3301 S BATTERY ST
LITTLE ROCK, AR 72206
(34.716284, -92.294928)","2017-01-03","Jan",2017,"Tue",23
"91","01-04-2017 02:06:00 AM","2017-001190","64","13A","AGGRAVATED ASSAULT","11701 MARA LYNN RD","LITTLE ROCK","AR",72211,34.757876,-92.403512,"11701 MARA LYNN RD
LITTLE ROCK, AR 72211
(34.757876, -92.403512)","2017-01-04","Jan",2017,"Wed",2
"92","01-04-2017 02:06:00 AM","2017-001190","64","13A","AGGRAVATED ASSAULT","11701 MARA LYNN RD","LITTLE ROCK","AR",72211,34.757876,-92.403512,"11701 MARA LYNN RD
LITTLE ROCK, AR 72211
(34.757876, -92.403512)","2017-01-04","Jan",2017,"Wed",2
"93","01-04-2017 12:00:00 AM","2017-001202","91","23G","THEFT OF MOTOR VEHICLE PARTS","8621 BASELINE RD","LITTLE ROCK","AR",72209,34.670025,-92.374001,"8621 BASELINE RD
LITTLE ROCK, AR 72209
(34.670025, -92.374001)","2017-01-04","Jan",2017,"Wed",0
"94","01-04-2017 03:00:00 AM","2017-001203","81","220","BURGLARY/B&E","8717 GEYER SPRINGS RD","LITTLE ROCK","AR",72209,34.67039,-92.344271,"8717 GEYER SPRINGS RD
LITTLE ROCK, AR 72209
(34.67039, -92.344271)","2017-01-04","Jan",2017,"Wed",3
"95","01-04-2017 05:00:00 AM","2017-001221","81","240","MOTOR VEHICLE THEFT","7320 LANCASTER RD","LITTLE ROCK","AR",72209,34.682487,-92.334565,"7320 LANCASTER RD
LITTLE ROCK, AR 72209
(34.682487, -92.334565)","2017-01-04","Jan",2017,"Wed",5
"96","01-03-2017 08:00:00 PM","2017-001223","52","23F","THEFT FROM MOTOR VEHICLE","1514 W 21ST ST","LITTLE ROCK","AR",72202,34.729118,-92.290397,"1514 W 21ST ST
LITTLE ROCK, AR 72202
(34.729118, -92.290397)","2017-01-03","Jan",2017,"Tue",20
"97","01-03-2017 07:30:00 PM","2017-001225","70","23F","THEFT FROM MOTOR VEHICLE","11901 PLEASANT RIDGE RD","LITTLE ROCK","AR",72223,34.793459,-92.407879,"11901 PLEASANT RIDGE RD
LITTLE ROCK, AR 72223
(34.793459, -92.407879)","2017-01-03","Jan",2017,"Tue",19
"98","01-03-2017 02:30:00 PM","2017-001230","70","23F","THEFT FROM MOTOR VEHICLE","11901 PLEASANT RIDGE RD","LITTLE ROCK","AR",72223,34.793459,-92.407879,"11901 PLEASANT RIDGE RD
LITTLE ROCK, AR 72223
(34.793459, -92.407879)","2017-01-03","Jan",2017,"Tue",14
"99","01-03-2017 04:00:00 PM","2017-001234","61","23F","THEFT FROM MOTOR VEHICLE","8500 KELLER DR","LITTLE ROCK","AR",72204,34.738281,-92.368561,"8500 KELLER DR
LITTLE ROCK, AR 72204
(34.738281, -92.368561)","2017-01-03","Jan",2017,"Tue",16
"100","01-04-2017 04:35:00 AM","2017-001240","80","220","BURGLARY/B&E","5923 S UNIVERSITY AVE","LITTLE ROCK","AR",72209,34.695937,-92.346005,"5923 S UNIVERSITY AVE
LITTLE ROCK, AR 72209
(34.695937, -92.346005)","2017-01-04","Jan",2017,"Wed",4
"101","01-03-2017 04:00:00 PM","2017-001241","72","23F","THEFT FROM MOTOR VEHICLE","5400 CHENONCEAU BLVD","LITTLE ROCK","AR",72223,34.808067,-92.468424,"5400 CHENONCEAU BLVD
LITTLE ROCK, AR 72223
(34.808067, -92.468424)","2017-01-03","Jan",2017,"Tue",16
"102","01-03-2017 10:30:00 PM","2017-001242","63","240","MOTOR VEHICLE THEFT","6 CROWNPOINT RD","LITTLE ROCK","AR",72227,34.774378,-92.385697,"6 CROWNPOINT RD
LITTLE ROCK, AR 72227
(34.774378, -92.385697)","2017-01-03","Jan",2017,"Tue",22
"103","01-03-2017 10:00:00 PM","2017-001251","61","23F","THEFT FROM MOTOR VEHICLE","1502 PARHAM POINTE DR","LITTLE ROCK","AR",72204,34.740134,-92.356848,"1502 PARHAM POINTE DR
LITTLE ROCK, AR 72204
(34.740134, -92.356848)","2017-01-03","Jan",2017,"Tue",22
"104","01-03-2017 05:00:00 PM","2017-001260","41","220","BURGLARY/B&E","321 W CHARLES BUSSEY AVE","LITTLE ROCK","AR",72206,34.729569,-92.277143,"321 W CHARLES BUSSEY AVE
LITTLE ROCK, AR 72206
(34.729569, -92.277143)","2017-01-03","Jan",2017,"Tue",17
"105","01-03-2017 07:00:00 PM","2017-001261","60","23F","THEFT FROM MOTOR VEHICLE","615 CHICKADEE DR","LITTLE ROCK","AR",72205,34.746662,-92.346313,"615 CHICKADEE DR
LITTLE ROCK, AR 72205
(34.746662, -92.346313)","2017-01-03","Jan",2017,"Tue",19
